Key,russian
actionPerkBladesEffect,"улучшает клинок оружие урон, атака скорость и расчленение шанс с помощью [decea3]0.25%[-]. становиться больше эффективный в добыча мясо с помощью [decea3]0.4%[-]."
actionPerkBlades1,"Урон, шанс расчленения [decea3]+5%[-]\nУрон в голову [decea3]+10%[-]"
actionPerkBlades2,"Урон, шанс расчленения [decea3]+10%[-]\nУрон в голову [decea3]+20%[-]"
actionPerkBlades3,"Урон, шанс расчленения [decea3]+15%[-]\nУрон в голову [decea3]+30%[-]"
actionPerkBlades4,"Урон, шанс расчленения [decea3]+20%[-]\nУрон в голову [decea3]+40%[-]"
actionPerkBlades5,"Урон, шанс расчленения [decea3]+25%[-]\nУрон в голову [decea3]+50%[-]"
actionPerkAthletics,"Атлетика"
actionPerkAthleticsDesc,"Повышает скорость регенерации выносливости при беге и максимальную выносливость до [decea3]20%[-]. Гуляйте, бегайте, прыгайте или плавайте, чтоб развить навык."
actionPerkAthleticsEffect,"Повышает скорость регенерации выносливости при беге и максимальную выносливость на [decea3]0.2%[-]."
actionPerkAthletics1,"Максимум выносливости [decea3]+5%[-]\nВосстановление выносливости при беге [decea3]+5%[-]"
actionPerkAthletics2,"максимальный выносливость [decea3]+10%[-]\nспринт выносливость восстановление [decea3]10%[-]"
actionPerkAthletics3,"максимальный выносливость [decea3]+15%[-]\nспринт выносливость восстановление [decea3]15%[-]"
actionPerkAthletics4,"максимальный выносливость [decea3]+20%[-]\nспринт выносливость восстановление [decea3]20%[-]"
actionPerkAthletics5,"максимальный выносливость [decea3]+25%[-]\nспринт выносливость восстановление [decea3]25%[-]"
actionPerkSneaking,"Скрытность"
actionPerkSneakingDesc,"Повышает скорость передвижения в режиме скрытности и уменьшает издаваемый шум до [decea3]25%[-]. Движение в режиме скрытности развивает навык."
actionPerkSneakingEffect,"Повышает скорость передвижения в режиме скрытности и уменьшает издаваемый шум на [decea3]0.25%[-]."
actionPerkSneaking1,"Скорость передвижения в режиме скрытности [decea3]+5%[-]\nШанс обнаружения и создаваемый шум [decea3]-5%[-]"
actionPerkSneaking2,"Скорость передвижения в режиме скрытности [decea3]+10%[-]\nШанс обнаружения и создаваемый шум [decea3]-10%[-]"
actionPerkSneaking3,"Скорость передвижения в режиме скрытности [decea3]+15%[-]\nШанс обнаружения и создаваемый шум [decea3]-15%[-]"
actionPerkSneaking4,"Скорость передвижения в режиме скрытности [decea3]+20%[-]\nШанс обнаружения и создаваемый шум [decea3]-20%[-]"
actionPerkSneaking5,"Скорость передвижения в режиме скрытности [decea3]+25%[-]\nШанс обнаружения и создаваемый шум [decea3]-25%[-]"
actionPerkAssasin,"Убийца"
actionPerkAssasin1,"Внезапные атаки дополнительно наносят [decea3]20%[-]"
actionPerkAssasin2,"Внезапные атаки дополнительно наносят [decea3]40%[-]"
actionPerkAssasin3,"Внезапные атаки дополнительно наносят [decea3]60%[-]"
actionPerkAssasin4,"Внезапные атаки дополнительно наносят [decea3]80%[-]"
actionPerkAssasin5,"Внезапные атаки дополнительно наносят [decea3]100%[-]"
actionPerkSubmachineGuns,"Пистолеты-пулемёты"
actionPerkSubmachineGunsDesc,"Повышает скорострельность [decea3]пистолета-пулемёта[-], скорость перезарядки, урон и точность до [decea3]25%[-]. Для развития этого навыка используйте пистолеты-пулемёты."
actionPerkSubmachineGunsEffect,"улучшает [decea3]Submachine оружие[-] огонь скорость, перезарядка скорость, урон и прицеливание \nс помощью [decea3]0.25%[-]."
actionPerkSubmachineGuns1,"Урон и точность [decea3]+5%[-]\nШанс расчленения [decea3]+4%[-]\nУрон в голову [decea3]+10%[-]\nСкорость перезарядки [decea3]+2%[-]"
actionPerkSubmachineGuns2,"Урон и точность [decea3]+10%[-]\nШанс расчленения [decea3]+8%[-]\nУрон в голову [decea3]+20%[-]\nСкорость перезарядки [decea3]+4%[-]"
actionPerkSubmachineGuns3,"Урон и точность [decea3]+15%[-]\nШанс расчленения [decea3]+12%[-]\nУрон в голову [decea3]+30%[-]\nСкорость перезарядки [decea3]+6%[-]"
actionPerkSubmachineGuns4,"Урон и точность [decea3]+20%[-]\nШанс расчленения [decea3]+16%[-]\nУрон в голову [decea3]+40%[-]\nСкорость перезарядки [decea3]+8%[-]"
actionPerkSubmachineGuns5,"Урон и точность [decea3]+25%[-]\nШанс расчленения [decea3]+20%[-]\nУрон в голову [decea3]+50%[-]\nСкорость перезарядки [decea3]+10%[-]"
actionPerkExplosives,"Взрывчатка"
actionPerkExplosives1,"Урон [decea3]+10%[-]\nТочность и шанс расчленения [decea3]+5%[-]\nСкорость перезарядки [decea3]+2%[-]"
actionPerkExplosives2,"Урон [decea3]+20%[-]\nТочность и шанс расчленения [decea3]+10%[-]\nСкорость перезарядки [decea3]+4%[-]"
actionPerkExplosives3,"Урон [decea3]+30%[-]\nТочность и шанс расчленения [decea3]+15%[-]\nСкорость перезарядки [decea3]+6%[-]"
actionPerkExplosives4,"Урон [decea3]+40%[-]\nТочность и шанс расчленения [decea3]+20%[-]\nСкорость перезарядки [decea3]+8%[-]"
